Microsoft SQL Server,skill,
T Sql,skill,
Normalization,skill,
ADO,skill,
ASP.NET ,skill,
MVC 5,skill,
WPF,skill,
HTML 5,skill,
CSS3,skill,
SDLC,skill,
Visual Studio,skill,
TFS,skill,
CCNA,skill,
PHP,skill,
C# Programming,skill,
Microsoft SQL Server T SQL scripts,skill,
stored procedures,skill,
triggers,skill,
normalization,skill,
denormalization,skill,
performance tuning,skill,
ADO.NET,skill,
ASP.NET MVC 5,skill,
Windows Presentation Foundation WPF,skill,
Web Design HTML5 and CSS3,skill,
Application Development C#,skill,
Java,skill,
Objective-C,skill,
Python,skill,
Amazon Web Services AWS,skill,
Apache Hadoop,skill,
MapReduce Amazon EMR,skill,
MPI,skill,
Pthreads and OpenMP,skill,
Unit Testing ,skill,
Visual Studio and Junit,skill,
Intel Intrinsics,skill,
Oracle Database 12c,skill,
Client Server programming,skill,
Cisco CCNA Routing and Switching,skill,
Java Developer,skill,
Distributed Web Development,skill,
Back end API,skill,
Application developing for Machine Critical Mainframe IBM DB2 applications,skill,
Database Management,skill,
C,skill,
Python,skill,
Java,skill,
JavaScript,skill,
R,skill,
Microsoft HTML5,skill,
CSS3,skill,
JS developer,skill,
IBM DB2 v9 developer,skill,
Linux Workstation Administration,skill,
Extensive knowledge of Windows Linux and Mac OS,skill,
Assembler programmer,skill,
C#,skill,
SQL,skill,
PL SQL,skill,
HTML 5,skill,
CSS3,skill,
PHP,skill,
Java,skill,
C,skill,
Objective C,skill,
Python,skill,
Scheme Common Lisp,skill,
Prolog,skill,
Assembly,skill,
MIPS,skill,
Front end and back end developer for hybrid mobile,skill,
Agile practitioner applications using PhoneGap,skill,
HTML,skill,
CSS,skill,
JavaScript,skill,
WordPress,skill,
Drupal,skill,
C,skill,
C++,skill,
C#,skill,
Java,skill,
Windows 95 98 2000 ME,skill,
Server 2003,skill,
XP,skill,
"Vista, 7, 8, 9, 10",skill,
Unix,skill,
Linux,skill,
iOS,skill,
Gameplay programmer on two released virtual reality,skill,
titles,skill,
IBM DB2,skill,
Oracle 11g,skill,
VMWare,skill,
Eclipse,skill,
PyCharm,skill,
Fiddler4,skill,
Android Studio,skill,
Windows,skill,
Ubuntu,skill,
MacOS Only for iOS apps Xcode4,skill,
GitHub,skill,
Maven repositories,skill,
Database Management,skill,
Adult education,skill,
.NET,skill,
Adobe Photoshop,skill,
MS Office Suite,skill,
Freemake Video Converter,skill,
Notepad++,skill,
MySQL,skill,
Oracle,skill,
Microsoft Office Expert,skill,
C++,skill,
C#,skill,
Java,skill,
CSS,skill,
HTML,skill,
.NET,skill,
Eclipse,skill,
SQL,skill,
MySQL,skill,
PostgreSQL,skill,
PHP,skill,
Javascript,skill,
Jquery,skill,
Drupal,skill,
Java,skill,
Spring,skill,
Maven,skill,
Tomcat,skill,
Dbeaver,skill,
SQL,skill,
HTML5,skill,
CSS3,skill,
JSON,skill,
Bootstrap3,skill,
Python,skill,
Linux,skill,
user experience and interface design,skill,
OO best practices,skill,
Java,skill,
Spring,skill,
Design Patterns,skill,
Web Services,skill,
HTML 5,skill,
SOA,skill,
Microservices,skill,
MVC,skill,
DAO,skill,
REST,skill,
web services,skill,
design patterns,skill,
sonar,skill,
Agile methodologies Jira,skill,
IDEs Eclipse Netbeans Visual Studio,skill,
VCS Git,skill,
SVN,skill,
requirements elicitation,skill,
clean and readable documentation,skill,
LABVIEW,skill,
HELP DESK,skill,
CUSTOMER SUPPORT,skill,
LINUX,skill,
MICROSOFT OFFICE,skill,
MICROSOFT WINDOWS,skill,
LabVIEW 11 to 14,skill,
Code Refactoring,skill,
Microsoft SQL Queries,skill,
Experience in various operating systems Windows OSX Linux and QNX,skill,
PC and Network,skill,
Troubleshooting,skill,
Router setup,skill,
Hands-on and proactive Network Topologies,skill,
Computer Networking,skill,
Microsoft Office,skill,
Microsoft Windows,skill,
Strong problem solving troubleshooting skills,skill,
OPC Programming,skill,
Applications Eclipse IDE NetBeans IDE Selenium IDE,skill,
Putty,skill,
MS-Access,skill,
Database tools: Oracle SQL,skill,
Plus,skill,
Oracle SQL Developer,skill,
MySQL,skill,
Web designing: HTML,skill,
CSS,skill,
JavaScript,skill,
AngularJS,skill,
PHP,skill,
XML,skill,
Programming Languages Java Python C C++ PL/SQL J2EE,skill,
J2EE Servlets and JSP,skill,
DBMS,skill,
JDBC,skill,
JavaScript,skill,
HTML,skill,
CSS,skill,
PLC PROGRAMMING 7 years,skill,
PROBLEM SOLVING 10+ years,skill,
SOFTWARE ENGINEERING 10+ years,skill,
Microsoft Office 10+ years,skill,
Complex problem solving,skill,
Software Engineering,skill,
PLC programming,skill,
Designing and Implementing Graphical User Interfaces,skill,
DC Troubleshooting,skill,
Critical Thinking,skill,
MYSQL 8 years,skill,
CSS 5 years,skill,
HTML 5 years,skill,
JAVASCRIPT 5 years,skill,
Subversion 4 years,skill,
ACROBAT 4 years,skill,
jQuery 4 years,skill,
PHP 10+ years,skill,
MVC Framework 3 years,skill,
PHP,skill,
CakePHP,skill,
SQL,skill,
HTML,skill,
CSS,skill,
JavaScript including libraries jQuery,skill,
jQuery UI,skill,
jqGrid jqGridPHP,skill,
HighCharts,skill,
Perl/CGI,skill,
MVC Framework,skill,
Agile methodology,skill,
E-Commerce,skill,
MySQL,skill,
Oracle databases,skill,
Photoshop,skill,
Adobe Acrobat,skill,
Subversion,skill,
Jira,skill,
osTicket,skill,
Mantis,skill,
Wordpress,skill,
VB.NET,skill,
ASP.NET,skill,
SQL,skill,
VBA,skill,
Dreamweaver,skill,
Flash,skill,
IIS,skill,
Programming Languages C# VB.NET ASP.NET Visual Basic 6.0 PHP .NET Technologies .NET ,skill,
Framework 1.0 1.1 2.0 3.0 3.5 4.0,skill,
ADO.NET,skill,
ASP.NET,skill,
OOP,skill,
Delegates,skill,
Windows Services,skill,
Assemblies Shared GAC,skill,
ADO.NET,skill,
Web Services WSDL SOAP JSON RESTful Web Services,skill,
Serialization and Visual C#,skill,
Web Technologies ASP 1.0 2.0,skill,
D/HTML,skill,
Java Script Jscript and VB Script,skill,
IIS and PWS,skill,
Database: SQL Server,skill,
SSIS,skill,
SSRS,skill,
Oracle 8i 9i 10g and MS Access,skill,
MySQL,skill,
Design Tools Visio,skill,
Collaboration Tools Visual Source Safe,skill,
Team Foundation Server,skill,
Development Tools: Visual Studio .Net,skill,
Visual Studio 6.0,skill,
Visual Interdev 6.0,skill,
Infragistics Controls,skill,
Telerik Controls,skill,
MS ,skill,
FrontPage 2000,skill,
Adobe studio,skill,
XML Spy,skill,
WordPress,skill,
Languages C C++ SQL EB Guide Design Star UML,skill,
Enterprise Architect,skill,
C++ 4 years,skill,
C Less than 1 year,skill,
Linux Less than 1 year,skill,
Testing 3 years,skill,
Excel 3 years,skill,
Team Leader 2 years,skill,
Technology Domain Automotive domain,skill,
IDE Microsoft Visual Studio 2008 2010 VC++,skill,
QT,skill,
JAZZ,skill,
OS: Windows Linux,skill,
QNX,skill,
AGL,skill,
Operating systems: Windows 8,skill,
Windows Server 2013,skill,
Linux,skill,
Java 4 years,skill,
C 4 years,skill,
SQL 4 years,skill,
Unix Administration 4 years,skill,
Software Development 6 years,skill,
Programming 8 years,skill,
AutoSys 4 years,skill,
Java EE 4 years,skill,
Javascript 3 years,skill,
Spring 3 years,skill,
Hibernate 3 years,skill,
AngularJS 1 year,skill,
SDLC 7 years,skill,
HTML 5 4 years,skill,
Gulp 1 year,skill,
Grunt 1 year,skill,
Node 1 year,skill,
Servlet 3 years,skill,
AJAX 2 years,skill,
Java 5 years,skill,
Platforms Microsoft Windows 7,skill,
Windows 8,skill,
Linux,skill,
Knowledge of Microsoft Email,skill,
Microsoft Word,skill,
Microsoft Excel,skill,
Microsoft Spreadsheet,skill,
PowerPoint,skill,
Microsoft Outlook,skill,
PeopleSoft,skill,
WebCT and BlackBoard,skill,
Vmware,skill,
3rd Line Support,skill,
Hyper-V,skill,
NAS,skill,
SAN,skill,
Firewall,skill,
Checkpoint,skill,
Cisco,skill,
ipad,skill,
iphone,skill,
apps programming,skill,
apps programming,skill,
mac programming,skill,
iPhone apps,skill,
iphone development,skill,
iPhone Developer,skill,
iPhone Developer,skill,
BigData,skill,
Data Manager,skill,
Data and Analytics,skill,
SAS,skill,
SQL,skill,
ETL work,skill,
SSIS,skill,
Database Support,skill,
Software Developing,skill,
Unix,skill,
Database,skill,
Oracle,skill,
Microsoft SQL Server,skill,
Windows,skill,
Analytical Skills,skill,
ITIL,skill,
Oracle Database,skill,
System Design,skill,
IT Project Management,skill,
IT Project Coordination,skill,
Microsoft Project ,skill,
Management,skill,
Project Management Tool,skill,
Microsoft SQL,skill,
Microsoft SQL,skill,
Database,skill,
Oracle,skill,
MS SQL,skill,
Training,skill,
MS SQL 2012,skill,
SQL 2008,skill,
JavaScript,skill,
HTML,skill,
HTML 5,skill,
CSS3,skill,
jQuery,skill,
YUI,skill,
ExtJs,skill,
Prototype,skill,
Web development,skill,
OO,skill,
SVG,skill,
Canvas,skill,
ASP.NET,skill,
CSS,skill,
HTML,skill,
Ajax,skill,
CRM jQuery,skill,
Csharp,skill,
SQL,skill,
Database,skill,
MS SQL Server,skill,
VB.net,skill,
MVC,skill,
ModuleViewController,skill,
Module View Controller,skill,
Model View Controller,skill,
Networking,skill,
Windows Server 2012,skill,
C#,skill,
C# .Net C#.NET,skill,
C#,skill,
C#.Net,skill,
Database,skill,
VB.NET Winforms,skill,
Javascript,skill,
HTML+CSS,skill,
CSS,skill,
Java,skill,
ASP.Net,skill,
Microsoft SharePoint,skill,
JavaScript,skill,
Web Services,skill,
jQuery,skill,
W3C,skill,
XHTML,skill,
MVC Framework,skill,
XSLT,skill,
GitHub,skill,
Team Development,skill,
JetBrains,skill,
LINQ,skill,
SQL,skill,
Microsoft SQL Server,skill,
Nunit,skill,
Ncover,skill,
Nhibernate,skill,
Java programming,skill,
jsp,skill,
java web developing,skill,
Cloud Integration Architect,skill,
Hands-on IT Experience,skill,
Dell Boomi,skill,
Dell Boomi Cloud Integration,skill,
SOA,skill,
Webservices,skill,
APIs,skill,
SOAP,skill,
Ajax,skill,
Android Apps Programming,skill,
Agile,skill,
Scrum,skill,
Ubuntu,skill,
Red Hat,skill,
Linux Networking,skill,
Cisco,skill,
Networking,skill,
Linux,skill,
Unix,skill,
Virtualization,skill,
Vmware,skill,
HP C Class Hardware,skill,
windows 2008,skill,
SecureWorks,skill,
IT Security,skill,
Firewall,skill,
IT Security Architecture Web Designing,skill,
Graphic graphics Designing,skill,
HTML5,skill,
HTML,skill,
XHTML,skill,
UI Designer,skill,
UI,skill,
Photoshop,skill,
Adobe CS,skill,
HTML+CSS,skill,
CSS3,skill,
Responsive Web Design,skill,
Web Design,skill,
Visual Design,skill,
Front End Web Developing,skill,
JavaScript,skill,
.net programming,skill,
C# .Net,skill,
dotnet programming,skill,
ASP,skill,
HTML5,skill,
ASP.net,skill,
Data and Analytics,skill,
Database,skill,
Data Analysis,skill,
Marketing,skill,
Online Marketing,skill,
Problem solving,skill,
Troubleshooting,skill,
ITIL,skill,
MS Office,skill,
installing troubleshooting ADSL SDSL connections,skill,
Oracle,skill,
oracle 11g,skill,
MS SQL 2008,skill,
PHP,skill,
PHP Programming,skill,
Web Application,skill,
OO Design,skill,
HTML5,skill,
HTML+CSS,skill,
xHTML,skill,
JavaScript,skill,
Android,skill,
iOS,skill,
Graphic Design,skill,
Adobe Creative Suite,skill,
Adobe Suit,skill,
Photoshop,skill,
Flash,skill,
Illustrator,skill,
inDesign,skill,
Microsoft Networking,skill,
Windows server 2008 2012,skill,
server 2012,skill,
Oracle,skill,
oracle 11g,skill,
MS SQL 2008,skill,
Linux,skill,
Red Hat Linux,skill,
Ubuntu,skill,
Linux Networking,skill,
Cisco,skill,
Networking,skill,
Network+,skill,
Computer Hardware,skill,
jsp,skill,
php,skill,
PHP MySQL,skill,
PHP AJAX,skill,
Microsoft based operating systems,skill,
Networking LAN,skill,
WAN,skill,
Wi-Fi,skill,
1st 2nd 3rd Line service desk helpdesk environment,skill,
Knowledge of Microsoft scripting and group policy,skill,
Knowledge of Microsoft Exchange administration and maintenance,skill,
Microsoft ,skill,
Networking,skill,
Windows server 2008,skill,
server 2012,skill,
Development and maintenance of project plans,skill,
development of systems specifications and designs,skill,
Microsoft SQL Database,skill,
Oracle,skill,
MS SQL,skill,
HTML,skill,
CSS3,skill,
Javascript,skill,
Jquery,skill,
LAN,skill,
WAN,skill,
Nortel,skill,
Expand,skill,
VoIP,skill,
VDI,skill,
Backup and DR Solutions,skill,
ipad,skill,
iphone,skill,
apps programming,skill,
apps programming,skill,
mac programming,skill,
java,skill,
c++,skill,
ASP.NET,skill,
C#,skill,
SQL Server,skill,
XML,skill,
XHTML,skill,
CSS,skill,
JavaScript,skill,
Android,skill,
Apps Programming,skill,
Software Programming,skill,
Java,skill,
expert knowledge of vb.net,skill,
MS SQL and XML,skill,
ASP.net,skill,
Microsoft technologies,skill,
HTML,skill,
CSS,skill,
SQL,skill,
Moose,skill,
Catalyst,skill,
Object-Oriented OO Programming,skill,
Open source Oxford Oxfordshir,skill,
object oriented,skill,
WebSphere MQ,skill,
WebSphere Message Broker,skill,
Java,skill,
XSLT,skill,
XML,skill,
MS Office,skill,
MOS,skill,
word,skill,
excel,skill,
powerpoint,skill,
Access,skill,
database,skill,
Web Development,skill,
Mainframe,skill,
JCL,skill,
Batch,skill,
Web design,skill,
hardware-level interfaces and user interfaces,skill,
hardware-level interface and user interface,skill,
excel,skill,
SQL,skill,
VB6 VB.NET ASP.NET,skill,
Photoshop,skill,
Fireworks,skill,
Illustrator,skill,
Database,skill,
Oracle,skill,
MS SQL,skill,
Oracle,skill,
oracle 11g,skill,
MS SQL 2008,skill,
software development,skill,
ASP.net,skill,
Microsoft technologies,skill,
Networking,skill,
Windows Server 2012,skill,
ASP .Net Programming,skill,
Software development,skill,
PHP5,skill,
CSS,skill,
Magento,skill,
C++,skill,
C# Visual Studio .NET Framework,skill,
Basic computer skills,skill,
Computer Hardware,skill,
Oracle applications,skill,
AR,skill,
AP,skill,
GL,skill,
Costing,skill,
WIP and Pur,skill,
Oracle applications,skill,
AR,skill,
AP,skill,
GL,skill,
Costing,skill,
WIP and Pur,skill,
Oracle applications,skill,
AR,skill,
AP,skill,
GL,skill,
Costing,skill,
WIP and Pur,skill,
Oracle applications,skill,
AR,skill,
AP,skill,
GL,skill,
Costing,skill,
WIP and Pur,skill,
WIP,skill,
Purchasing,skill,
knowledge of linux,skill,
ability to write scripts in one scripting language,skill,
.net programming,skill,
C#,skill,
.Net,skill,
dotnet programming,skill,
ASP,skill,
HTML5,skill,
ASP.net,skill,
C++ with Visual Studio 2005+,skill,
MFC,skill,
OpenGL,skill,
Open Cascade,skill,
Spring or Struts and JSP,skill,
ruby,skill,
rails,skill,
web development,skill,
agile,skill,
knowledge in the practical networking area and have basic knowledge on HTML,skill,
javascript and XML,skill,
PHP,skill,
OOP,skill,
Linux,skill,
MySQL,skill,
java,skill,
C,skill,
C++,skill,
Perl,skill,
Photoshop,skill,
Fireworks,skill,
Illustrator,skill,
C++,skill,
C#,skill,
Python Development,skill,
Web Design,skill,
Software,skill,
Game Design,skill,
Databases,skill,
VB.NET,skill,
C#,skill,
ASP.NET,skill,
SQL,skill,
Access,skill,
MySQL,skill,
HTML,skill,
Java Script,skill,
Photoshop,skill,
Dreamweaver,skill,
XHTML,skill,
CSS,skill,
Database,skill,
Oracle,skill,
MS SQL,skill,
Oracle,skill,
oracle 11g,skill,
MS SQL 2008,skill,
knowledge of PHP and MySQL development,skill,
An ability to read application code C,skill,
Visual Basic,skill,
CA OpenRoad or Java,skill,
HTML,skill,
CSS and Javascript,skill,
asp.net,skill,
DHTML,skill,
CSS,skill,
Java Script,skill,
Web,skill,
knowledge of Class Student Management System,skill,
business development,skill,
Microsoft Networking,skill,
Windows server 2008,skill,
Java,skill,
J2ee,skill,
SQL server,skill,
C#,skill,
.NET,skill,
Security systems,skill,
Integrated Access control,skill,
CCTV,skill,
Bollards Barriers,skill,
Door Entry,skill,
Networking,skill,
Windows Server 2012,skill,
Software Programming,skill,
Microsoft C# .Net,skill,
Java 5,skill,
J2EE,skill,
Servlets,skill,
JSP,skill,
JSTL,skill,
Struts,skill,
Tiles,skill,
Spring,skill,
SQL,skill,
XML,skill,
XSLT,skill,
Hibernate,skill,
JDBC,skill,
velocity,skill,
Cisco,skill,
Management and fault finding,skill,
internet facing services Web,skill,
DNS,skill,
Mail,skill,
Hardware manufacturer platforms HP,skill,
Dell,skill,
Sun,skill,
Cisco and IBM Server lines and associated peripherals,skill,
Web Design,skill,
Graphic Design,skill,
Photoshop,skill,
Flash,skill,
Oracle EBS,skill,
Oracle BI,skill,
Hyperion,skill,
Oracle FMW,skill,
Network+,skill,
Computer Hardware,skill,
Java programming,skill,
jsp,skill,
Web Design,skill,
Graphic Design,skill,
Photoshop,skill,
Flash,skill,
Project scheduling software Hansoft,skill,
MS Project or other,skill,
PHP,skill,
ASP.NET,skill,
PROJECT MANAGEMENT,skill,
CSS XHTML,skill,
QA,skill,
quality assurance,skill,
.net programming,skill,
C# .Net,skill,
dotnet programming,skill,
ASP,skill,
HTML5,skill,
ASP.net,skill,
Web design development,skill,
Excellent PHP 4 & 5 OOP and MySQL development,skill,
Java-Script Ajax,skill,
jQuery and CSS,skill,
Knowledge of cross-browser compatibility,skill,
OpenVPN and LAMP server administration,skill,
Knowledge of Smarty etc.,skill,
IT Support,skill,
strong skills in C#,skill,
.NET,skill,
iPhone,skill,
iPad,skill,
Apps programming,skill,
software development,skill,
java,skill,
Network+,skill,
Computer Hardware,skill,
vba,skill,
access,skill,
reporting,skill,
communication skills,skill,
C#.NET,skill,
JavaScript,skill,
Jquery,skill,
MS SQL,skill,
XML,skill,
Web Services,skill,
C#.NET,skill,
HTML4/5 CSS3 Javascript .NET Technologies c# or VB.NET SQL Server XML/XSLT,skill,
Java programming,skill,
Linux,skill,
Redhat,skill,
Red Hat,skill,
Good understanding of core support processes i.e. ITIL,skill,
Oracle E-Business Suite EBS,skill,
COGNOS,skill,
SQL,skill,
stored procedures,skill,
.Net 2.0 3.5,skill,
ASP.Net ,skill,
VB.Net C# ,skill,
SQL Server 2005 2008,skill,
Linux LAMP,skill,
Java 6,skill,
Hibernate,skill,
Spring and Apache TomCat skills skill,skill,
Programming and network,skill,
Strong knowledge with windows server environment including Windows sever 2003 R2,skill,
Active Directory,skill,
DNS,skill,
DHCP,skill,
Group Policy,skill,
TCP/IP v4,skill,
Networking,skill,
Windows Server 2012,skill,
Fully conversant with Microsoft Office Word and Excel,skill,
able to use Internet,skill,
draft letters and make calls,skill,
iPhone,skill,
iPad,skill,
Apps programming,skill,
software development,skill,
jsp,skill,
php,skill,
PHP,skill,
MySQL,skill,
programming,skill,
networking,skill,
Web Design,skill,
Graphic Design,skill,
Photoshop,skill,
Flash,skill,
Android,skill,
Apps Programming,skill,
Software Programming,skill,
Java,skill,
Java ,skill,
programming,skill,
programming,skill,
asp .net,skill,
Database,skill,
Oracle,skill,
MS SQL,skill,
a thorough knowledge of Adobe Photoshop,skill,
Linux,skill,
Ubuntu,skill,
Unix,skill,
system administration,skill,
Linux,skill,
Apache,skill,
PHP,skill,
MySQL,skill,
Wordpress skills,skill,
CSS,skill,
JavaScript,skill,
Web 2.0,skill,
ASP Classic,skill,
MSSQL & MSSQL Administration,skill,
XHTML,skill,
CSS and JavaScript,skill,
Android,skill,
Apps Programming,skill,
Software Programming,skill,
Java,skill,
database skills including running queries,skill,
filtering and manipulation of data,skill,
importing and exporting data in various formats,skill,
Efficient managerial skills,skill,
"Languages: C, C++, HTML, CSS, Python, MySQL, Android",skill,
"Operating System: Linux, Windows",skill,
"Application Packages: Vim, Latex, LibraOffice, MsOffice, Adobe Photoshop",skill,
"Framework: Bootstrap, Django",skill,
"Excellent communication, organizational skills",skill,
"Knowledge of Java, Python, database and Object Oriented Programming",skill,
"Languages: C, C++, Java, Python, javascript",skill,
Databases: SQL ,skill,
"Tools: Eclipse, Pycharm, Microsoft Visual Studio 2008",skill,
Operating System: Linux and windows,skill,
"SQLite database handling, python programming, JavaScript",skill,
"PHP programming, SQL database handling, Ajax implementation",skill,
"Object Oriented Programming, Basic graphic programming",skill,
"C, Object Oriented Programming, SQL, PROLOG, Matlab, Ms Office",skill,
"Programming languages: C/C++, Python, PHP, HTML, CSS, SQL, MATLAB/Octave, JS",skill,
"Operating systems: Windows, Linux, Android",skill,
"Databases: MySQL, PostgreSQL, SQLite3, MS Access",skill,
"Tools: Microsoft Office, LibreOffice, Vim, Git, LaTeX, Photoshop, GIMP",skill,
"Frameworks: Twitter Bootstrap, jQuery, Django, Materialize CSS",skill,
Sound knowledge of object-oriented programming,skill,
"Programming Languages: C, C++, Python, MATLAB",skill,
"Web Technologies: HTML, Django, PHP, Javascript",skill,
Databases: MySQL,skill,
"Tools & Utilities: Microsoft Office, Adobe Photoshop, Microsoft Azure",skill,
"C, C++, Python, Django, JAVA, Android",skill,
Adobe Photoshop CS6,skill,
MySQL,skill,
"Html, BasicCSS, BasicJavascript",skill,
Knowledge of Web Application Development using C# .NET framework and php (laravel),skill,
Good knowledge of Database System using MS-SQL,skill,
"Programming Language: C, C++, ASP.NET",skill,
"Framework: .NET, MVC, Laravel",skill,
Database: MS-SQL,skill,
"Other: Angular JS, Html, CSS",skill,
"Web technologies: HTML, CSS, Javascript, PHP, laravel, Jquery, Wordpress",skill,
Database: MySQL,skill,
Operating System: Linux/Windows,skill,
"Language: C, C++, Python, Java",skill,
Networking: Cisco router and Switch Configuration,skill,
Proper Programming concepts,skill,
Knowledge of Database System using MY-SQL,skill,
Proper Communication Skills,skill,
"Skilled in Planning, Organizing and Managing events",skill,
"Programming Language: C, C++, Python, Android (Java)",skill,
Framework: Django framework,skill,
Database: My-SQL,skill,
"Other: HTML, XML, CSS, Bootstrap",skill,
"Design: 3D modelling (MAYA/Blender), Photoshop",skill,
C and C++,skill,
Python,skill,
"Web Design (HTML, CSS, Django, Bootstrap)",skill,
MySQL,skill,
C and C++ Excellent,skill,
Python Excellent,skill,
"Web Design (Django, HTML, CSS, Bootstrap) Good",skill,
PHP,skill,
Android App Development Fair,skill,
Blender Good,skill,
"Programming Language: C, C++, .NET, PHP, Python",skill,
"Framework: .NET, MVC, LARAVEL",skill,
"Database: MS-SQL, SQL Server",skill,
"Other: HTML,XML, CSS, Bootstrap",skill,
"Basic skills on Android Programming, ASP.NET, LARAVEL, PHP and Database handling",skill,
"Operating System: Windows, Linux",skill,
"Programming Language: C, C++, Android (Java), MATLAB, Octave, Python, Django, MySQL",skill,
Version Control System: git,skill,
Mind Mapping tool: Xmind,skill,
"Hardware: Arduino, ATMEGA 32, 8085 microprocessor, 8051 Microcontroller",skill,
"Designing Tools: GIMP, Inkscape",skill,
"Proficient in programming languages like Python, C and C++",skill,
Proficient in web page development in Django framework,skill,
Fair knowledge in Andriod App Development,skill,
"Web technologies: HTML, CSS, Javascript, PHP, laravel, Jquery, Wordpress",skill,
Database: MySQL,skill,
Operating System: Linux/Windows,skill,
"Other: C, C++, Python",skill,
"Operating System: DOS, WINDOWS XP, WINDOWS 10, Linux (basic)",skill,
"Programming: C, C++, MATLAB",skill,
"Web Technology: HTML, CSS, JavaScript",skill,
"Tools & Utilities: Windows Registry, Microsoft Office Package",skill,
"Operating System: DOS, WINDOWS XP, 7, 8, 10, LINUX",skill,
"Programming Language: C, C++, Java, Python, Ruby, Perl",skill,
"Web Technology: HTML, PHP(Laravel), Django, Rails, Javascript(Jquery, AngularJS, NodeJS)",skill,
"Database: MySQL, PostGreSQL, MongoDB",skill,
"Operating System: WINDOWS XP, 7, 8, 10, LINUX",skill,
"Programming Language: C, C++, C#, Java, Python, MATLAB",skill,
"Scripting Language: AutoIt, Power Shell",skill,
"Web Technology: HTML, CSS, PHP, Django, Javascript",skill,
"Query Language: MySQL, SQLite",skill,
"Operating System: WINDOWS XP, 7, 8, 10, LINUX",skill,
"Programming Language: C, C++, C#, Java, Python, AutoIT",skill,
"Web Technology: HTML, PHP, CSS, Bootstrap",skill,
"Languages: C, C++, PYTHON(django), JAVA(basic)",skill,
Databases: MYSQL,skill,
"Languages: C, C++, HTML, PHP, CSS, Python, SQL",skill,
"Operating System: Windows, Linux",skill,
"Application Packages: MsOffice, LibreOffice, Vim, Latex",skill,
"FrameWork: Bootstrap, Laravel, Django",skill,
"Database: MySQL, Mongodb",skill,
"Programming Languages: C, C++, Python, HTML, MATLAB, VHDL, Prolog, Windows store app development using C#",skill,
"Assembly Language Programming: 8085, 8086 microprocessors & 8051 microcontroller",skill,
Framework: Django,skill,
RDBMS: MySQL,skill,
"Programming languages: C/C++, Java, Python, PHP, HTML, CSS, SQL, MATLAB/Octave, Bash, JS",skill,
"Operating systems: Windows, Linux, Android",skill,
"Databases: MySQL/MariaDB, PostgreSQL, SQLite3, MS Access",skill,
"Frameworks: Twitter Bootstrap, jQuery, October CMS, CodeIgniter, Django, Materialize CSS",skill,
Sound knowledge of object-oriented programming,skill,
"Programming Language: C, C++, C#, PHP",skill,
"Framework: ASP.NET, Laravel",skill,
"Database: MySQL, MS-SQL",skill,
"Other: HTML, CSS, Javascript, JQuery, AngularJS",skill,
"Programming languages: C, C++, Python, SQL, HTML/CSS, JavaScript",skill,
"Tools: Photoshop, Blender, Git, MATLAB",skill,
"Operating systems: Windows, Linux, Android",skill,
"Frameworks: Bootstrap, Django",skill,
"Database: MySQL, SQLite",skill,
"App Development: Android, Windows 8.1",skill,
MYSQL ,skill,
HTML AND CSS,skill,
PYTHON AND DJANGO,skill,
C AND C++,skill,
C#,skill,
DATA MINING,skill,
NEURAL NETWORK,skill,
ANDROID APP DEVELOPMENT,skill,
"Programming  and  Scripting  Languages: C, C++, Java, Python, Ruby, C#, Visual Basic, MATLAB, SQL, HTML, Javascript, CSS, XML, PHP, Django Framework, Laravel, Prolog, Bash/Zsh Shell Scripting",skill,
"Operating Systems: Windows, Linux, Free-BSD, Minix",skill,
"Tools: Emacs, Qt Designer, Microsoft/Libre Office Tool, NASM, GDB, Latex, git, MATLAB, GNU Octave, GIMP, Adobe Photoshop, Metasploit, SEToolkit, burpsuit, maltego, cobalt strike, beef, OWASP ZAP, OpenVAS, Nexpose",skill,
"Database Tools: Oracle, MySql, MS-Access, PostgreSQL",skill,
"Programming Language: C, C++, C#, ASP.NET, Python",skill,
"Framework: .NET, MVC",skill,
Database: MS-SQL,skill,
"Other: Angular Js, OO, Software Engineering",skill,
Proper programming concepts,skill,
Knowledge on Database System using MySQL,skill,
"Programming Language: C, C++, ASP.NET, Android",skill,
"Framework: .NET, MVC",skill,
"Database: MySQL, SQL Server",skill,
"Other: HTML,CSS",skill,
Python Programming,skill,
Python/Django Web Development,skill,
C/C++,skill,
Javascript/Jquery/Angular Js,skill,
American Institute of Certified Planners AICP,certification,
Cisco Certified Network Associate CCNA,certification,
certified as a HighJump Core Technical Programmer by the HighJump B2Bi,certification,
Certified as a HighJump Core Technical Programmer,certification,
Conference Paper,certification,
LabVIEW Core 1,certification,
LabVIEW Core 2,certification,
certification in Oracle Certified Professional JAVA Programmer OCPJP,certification,
Oracle Java Certified programmer,certification,
microsoft certified database administrator MCDA,certification,
microsoft certified desktop support specialist MCDST,certification,
Microsoft certified professional MCP,certification,
sun certified java programmer,certification,
sun certified solaris administrator,certification,
sun certified system administrator,certification,
RM CC3 Certified Network Technician,certification,
RM CC3 Certified Network Manager,certification,
Java Certification,certification,
Microsoft Certified System Engineer MCSC,certification,
Certified Information Systems Security Professional CISSP,certification,
Systems Security Certified Practitioner SSCP,certification,
Certified Authorization Professional CAP,certification,
Certified Secure Software Lifecycle Professional CSSLP,certification,
Certified Cyber Forensics Professional CCFP,certification,
